Mary	F	12078	1890
Anna	F	5233	1890
Elizabeth	F	3112	1890
Margaret	F	3100	1890
Emma	F	2980	1890
Florence	F	2744	1890
Ethel	F	2718	1890
Minnie	F	2650	1890
Clara	F	2496	1890
Bertha	F	2388	1890
John	M	8502	1890
William	M	7494	1890
James	M	5097	1890
George	M	4458	1890
Charles	M	4061	1890
Frank	M	3078	1890
Joseph	M	2670	1890
Robert	M	2541	1890
Henry	M	2349	1890
Harry	M	2345	1890
Mary	F	11703	1891
Anna	F	5099	1891
Margaret	F	3065	1891
Elizabeth	F	3059	1891
Emma	F	2884	1891
Florence	F	2715	1891
Ethel	F	2689	1891
Minnie	F	2428	1891
Helen	F	2417	1891
Bertha	F	2372	1891
John	M	7680	1891
William	M	6763	1891
James	M	4516	1891
George	M	3931	1891
Charles	M	3640	1891
Frank	M	2652	1891
Joseph	M	2572	1891
Robert	M	2240	1891
Harry	M	2132	1891
Henry	M	2049	1891
Mary	F	13172	1892
Anna	F	5542	1892
Elizabeth	F	3461	1892
Margaret	F	3435	1892
Ruth	F	3290	1892
Florence	F	3154	1892
Emma	F	3128	1892
Ethel	F	3035	1892
Helen	F	2936	1892
Clara	F	2661	1892
John	M	9039	1892
William	M	7782	1892
James	M	5398	1892
George	M	4760	1892
Charles	M	4319	1892
Frank	M	3150	1892
Joseph	M	3064	1892
Robert	M	2710	1892
Harry	M	2460	1892
Henry	M	2452	1892
Mary	F	12784	1893
Anna	F	5695	1893
Ruth	F	3658	1893
Margaret	F	3565	1893
Elizabeth	F	3360	1893
Helen	F	3249	1893
Florence	F	3231	1893
Ethel	F	3119	1893
Emma	F	2968	1893
Bertha	F	2623	1893
John	M	8049	1893
William	M	7223	1893
James	M	5030	1893
George	M	4320	1893
Charles	M	3723	1893
Joseph	M	2997	1893
Frank	M	2917	1893
Robert	M	2563	1893
Edward	M	2309	1893
Harry	M	2245	1893
Mary	F	13151	1894
Anna	F	5565	1894
Margaret	F	3700	1894
Helen	F	3676	1894
Elizabeth	F	3425	1894
Ruth	F	3372	1894
Ethel	F	3287	1894
Florence	F	3233	1894
Emma	F	2937	1894
Marie	F	2649	1894
John	M	8238	1894
William	M	7274	1894
James	M	5110	1894
George	M	4365	1894
Charles	M	3788	1894
Joseph	M	2977	1894
Frank	M	2863	1894
Robert	M	2497	1894
Henry	M	2278	1894
Harry	M	2189	1894
Mary	F	13446	1895
Anna	F	5950	1895
Helen	F	4023	1895
Margaret	F	3931	1895
Elizabeth	F	3603	1895
Ruth	F	3551	1895
Florence	F	3471	1895
Ethel	F	3391	1895
Marie	F	3011	1895
Emma	F	2952	1895
John	M	8320	1895
William	M	7277	1895
James	M	5335	1895
George	M	4289	1895
Charles	M	3633	1895
Frank	M	3012	1895
Joseph	M	2992	1895
Robert	M	2635	1895
Henry	M	2221	1895
Edward	M	2203	1895
Mary	F	13811	1896
Anna	F	5860	1896
Helen	F	4392	1896
Margaret	F	4050	1896
Ruth	F	3905	1896
Ethel	F	3502	1896
Elizabeth	F	3471	1896
Florence	F	3323	1896
Marie	F	3087	1896
Emma	F	2872	1896
John	M	8138	1896
William	M	7747	1896
James	M	5207	1896
George	M	4286	1896
Charles	M	3639	1896
Joseph	M	3051	1896
Frank	M	2845	1896
Robert	M	2719	1896
Edward	M	2296	1896
Henry	M	2183	1896
Mary	F	13413	1897
Anna	F	5429	1897
Helen	F	4519	1897
Margaret	F	4146	1897
Ruth	F	3878	1897
Elizabeth	F	3442	1897
Florence	F	3369	1897
Ethel	F	3182	1897
Marie	F	3078	1897
Emma	F	2698	1897
John	M	7550	1897
William	M	7198	1897
James	M	5113	1897
George	M	4078	1897
Charles	M	3341	1897
Joseph	M	2827	1897
Frank	M	2726	1897
Robert	M	2701	1897
Edward	M	2121	1897
Henry	M	1994	1897
Mary	F	14406	1898
Anna	F	5773	1898
Helen	F	5230	1898
Margaret	F	4696	1898
Ruth	F	4249	1898
Florence	F	3790	1898
Elizabeth	F	3659	1898
Ethel	F	3531	1898
Marie	F	3435	1898
Lillian	F	3061	1898
John	M	8159	1898
William	M	7400	1898
James	M	5321	1898
George	M	4853	1898
Charles	M	3557	1898
Joseph	M	3171	1898
Robert	M	2932	1898
Frank	M	2925	1898
Edward	M	2337	1898
Thomas	M	2161	1898
Mary	F	13172	1899
Anna	F	5115	1899
Helen	F	5048	1899
Margaret	F	4249	1899
Ruth	F	3912	1899
Florence	F	3314	1899
Elizabeth	F	3287	1899
Marie	F	3156	1899
Ethel	F	2999	1899
Lillian	F	2703	1899
John	M	6990	1899
William	M	6086	1899
James	M	4597	1899
George	M	4018	1899
Charles	M	3147	1899
Joseph	M	2679	1899
Robert	M	2609	1899
Frank	M	2550	1899
Edward	M	1901	1899
Henry	M	1831	1899
